panel,series,age_s,estimate,ci_low,ci_high,n,events,state,interval_probability_column,interval_convention,interval_left_s,interval_right_s,interval_probability,pooled_or_crossfitted,fold_aggregation_rule,bootstrap_unit,n_bootstrap_replicates,supported_range_indicator,state_definition,conditioning_statement,prediction_type,model_name,model_estimate
C,held-out empirical,11.0,0.1264669670061027,,,10039.0,1245.0,,empirical_estimate,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",10.0,11.0,0.12401633628847494,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,held-out empirical,0.1264669670061027
C,held-out empirical,12.0,0.11084026019433485,,,8789.0,1086.0,,empirical_estimate,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",11.0,12.0,0.12356354534076687,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,held-out empirical,0.11084026019433485
C,held-out empirical,13.0,0.09722627861242876,,,7702.0,946.0,,empirical_estimate,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",12.0,13.0,0.12282524019735133,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,held-out empirical,0.09722627861242876
C,held-out empirical,14.0,0.0860521683927539,,,6752.0,776.0,,empirical_estimate,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",13.0,14.0,0.11492890995260663,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,held-out empirical,0.0860521683927539
C,held-out empirical,15.0,0.07604107749336254,,,5974.0,695.0,,empirical_estimate,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",14.0,15.0,0.11633746233679276,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,held-out empirical,0.07604107749336254
C,held-out empirical,16.0,0.06751997836583556,,,5274.0,591.0,,empirical_estimate,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",15.0,16.0,0.11205915813424346,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,held-out empirical,0.06751997836583556
C,held-out empirical,17.0,0.05992957259100558,,,4679.0,526.0,,empirical_estimate,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",16.0,17.0,0.11241718315879462,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,held-out empirical,0.05992957259100558
C,held-out empirical,18.0,0.053663748812519334,,,4151.0,434.0,,empirical_estimate,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",17.0,18.0,0.1045531197301855,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,held-out empirical,0.053663748812519334
C,held-out empirical,19.0,0.04811979413293703,,,3717.0,384.0,,empirical_estimate,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",18.0,19.0,0.1033091202582728,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,held-out empirical,0.04811979413293703
C,held-out empirical,20.0,0.04261750074618763,,,3332.0,381.0,,empirical_estimate,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",19.0,20.0,0.11434573829531813,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,held-out empirical,0.04261750074618763
C,held-out empirical,21.0,0.038046173442794796,,,2946.0,316.0,,empirical_estimate,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",20.0,21.0,0.10726408689748812,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,held-out empirical,0.038046173442794796
C,held-out empirical,22.0,0.03390725917705143,,,2629.0,286.0,,empirical_estimate,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",21.0,22.0,0.1087866108786611,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,held-out empirical,0.03390725917705143
C,held-out empirical,23.0,0.030067334526658853,,,2340.0,265.0,,empirical_estimate,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",22.0,23.0,0.11324786324786325,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,held-out empirical,0.030067334526658853
C,held-out empirical,24.0,0.02680544915129808,,,2074.0,225.0,,empirical_estimate,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",23.0,24.0,0.10848601735776278,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,held-out empirical,0.02680544915129808
C,held-out empirical,25.0,0.02377223914987886,,,1847.0,209.0,,empirical_estimate,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",24.0,25.0,0.11315646995127233,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,held-out empirical,0.02377223914987886
C,held-out empirical,26.0,0.02095155756267611,,,1635.0,194.0,,empirical_estimate,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",25.0,26.0,0.11865443425076452,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,held-out empirical,0.02095155756267611
C,held-out empirical,27.0,0.017952237994982377,,,1439.0,206.0,,empirical_estimate,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",26.0,27.0,0.14315496872828354,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,held-out empirical,0.017952237994982377
C,held-out empirical,28.0,0.01570820824560958,,,1232.0,154.0,,empirical_estimate,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",27.0,28.0,0.125,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,held-out empirical,0.01570820824560958
C,held-out empirical,29.0,0.013784754174718609,,,1078.0,132.0,,empirical_estimate,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",28.0,29.0,0.12244897959183673,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,held-out empirical,0.013784754174718609
C,held-out empirical,30.0,0.011803013616830945,,,946.0,136.0,,empirical_estimate,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",29.0,30.0,0.14376321353065538,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,held-out empirical,0.011803013616830945
C,held-out empirical,31.0,0.010200135224421805,,,810.0,110.0,,empirical_estimate,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",30.0,31.0,0.13580246913580246,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,held-out empirical,0.010200135224421805
C,held-out empirical,32.0,0.008815831158250275,,,700.0,95.0,,empirical_estimate,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",31.0,32.0,0.1357142857142857,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,held-out empirical,0.008815831158250275
C,held-out empirical,33.0,0.007620958174818006,,,605.0,82.0,,empirical_estimate,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",32.0,33.0,0.13553719008264462,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,held-out empirical,0.007620958174818006
C,held-out empirical,34.0,0.0065551919932821555,,,522.0,73.0,,empirical_estimate,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",33.0,34.0,0.13984674329501914,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,held-out empirical,0.0065551919932821555
C,held-out empirical,35.0,0.005587311296287475,,,447.0,66.0,,empirical_estimate,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",34.0,35.0,0.1476510067114094,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,held-out empirical,0.005587311296287475
C,age-only OOF,0.0,1.0,,,69802.0,,,age_only_baseline,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",,,,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,age-only OOF,1.0
C,age-only OOF,1.0,0.6312605072779727,,,69802.0,29165.0,,age_only_baseline,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",0.0,1.0,0.3687394927220274,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,age-only OOF,0.6312605072779727
C,age-only OOF,2.0,0.46540804560163457,,,40619.0,7842.0,,age_only_baseline,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",1.0,2.0,0.2627321997244883,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,age-only OOF,0.46540804560163457
C,age-only OOF,3.0,0.36673469815235005,,,32760.0,5421.0,,age_only_baseline,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",2.0,3.0,0.2120147006090733,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,age-only OOF,0.36673469815235005
C,age-only OOF,4.0,0.2998621842193331,,,27323.0,4003.0,,age_only_baseline,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",3.0,4.0,0.1823457509472872,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,age-only OOF,0.2998621842193331
C,age-only OOF,5.0,0.2510186800222501,,,23311.0,3218.0,,age_only_baseline,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",4.0,5.0,0.1628865084280071,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,age-only OOF,0.2510186800222501
C,age-only OOF,6.0,0.2135807263642523,,,20089.0,2698.0,,age_only_baseline,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",5.0,6.0,0.1491440941952181,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,age-only OOF,0.2135807263642523
C,age-only OOF,7.0,0.1839094191416351,,,17386.0,2227.0,,age_only_baseline,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",6.0,7.0,0.1389231497041269,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,age-only OOF,0.1839094191416351
C,age-only OOF,8.0,0.15981280395752495,,,15152.0,1983.0,,age_only_baseline,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",7.0,8.0,0.1310243667593366,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,age-only OOF,0.15981280395752495
C,age-only OOF,9.0,0.13987818036859967,,,13165.0,1644.0,,age_only_baseline,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",8.0,9.0,0.1247373370297884,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,age-only OOF,0.13987818036859967
C,age-only OOF,10.0,0.12314671666225316,,,11516.0,1475.0,,age_only_baseline,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",9.0,10.0,0.1196145364649199,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,age-only OOF,0.12314671666225316
C,age-only OOF,11.0,0.10894050520339098,,,10039.0,1245.0,,age_only_baseline,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",10.0,11.0,0.1153600505470614,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,age-only OOF,0.10894050520339098
C,age-only OOF,12.0,0.09676418160430801,,,8789.0,1086.0,,age_only_baseline,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",11.0,12.0,0.1117703977629797,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,age-only OOF,0.09676418160430801
C,age-only OOF,13.0,0.08624581261141244,,,7702.0,946.0,,age_only_baseline,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",12.0,13.0,0.1087010587854471,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,age-only OOF,0.08624581261141244
C,age-only OOF,14.0,0.07709974039839913,,,6752.0,776.0,,age_only_baseline,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",13.0,14.0,0.1060465654630873,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,age-only OOF,0.07709974039839913
C,age-only OOF,15.0,0.0691023272033031,,,5974.0,695.0,,age_only_baseline,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",14.0,15.0,0.1037281468623736,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,age-only OOF,0.0691023272033031
C,age-only OOF,16.0,0.06207560277664919,,,5274.0,591.0,,age_only_baseline,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",15.0,16.0,0.1016857855739196,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,age-only OOF,0.06207560277664919
C,age-only OOF,17.0,0.055875929155566606,,,4679.0,526.0,,age_only_baseline,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",16.0,17.0,0.0998729507853398,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,age-only OOF,0.055875929155566606
C,age-only OOF,18.0,0.05038595082570734,,,4151.0,434.0,,age_only_baseline,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",17.0,18.0,0.0982530118572951,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,age-only OOF,0.05038595082570734
C,age-only OOF,19.0,0.04550875512056752,,,3717.0,384.0,,age_only_baseline,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",18.0,19.0,0.0967967384799542,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,age-only OOF,0.04550875512056752
C,age-only OOF,20.0,0.04116355543381759,,,3332.0,381.0,,age_only_baseline,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",19.0,20.0,0.0954805218300979,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,age-only OOF,0.04116355543381759
C,age-only OOF,21.0,0.037282446099981,,,2946.0,316.0,,age_only_baseline,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",20.0,21.0,0.09428508526375,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,age-only OOF,0.037282446099981
C,age-only OOF,22.0,0.0338079258991148,,,2629.0,286.0,,age_only_baseline,"S(t_right)=S(t_left)*(1-p_interval); first [0,1] interval drops survival at t=1",21.0,22.0,0.0931945342735431,interval-consistent reconstruction from Figure 4A source probabilities,same one-second interval grid as Figure 4A; no one-bin survival delay,physical_fixture_id,500,True,S0_raw,survival reconstructed from the same one-second interval probabilities plotted in Figure 4A,interval_consistent_panelA_reconstruction,age-only OOF,0.0338079258991148
